formula,gap expt
P2H4RhO9,0.0
P2O5,0.0
P2Os,1.13
P2Pd,0.65
P2Pd3S8,2.12
P2Rh,1.0
P2Se3,2.4
P2Se5,2.2
PH2NO2,0.0
PH6NO4,6.8
PHPbO3,3.97
POsS,1.4
POsSe,1.4
PPdS,1.38
PPdSe,0.15
PRuS,1.4
PSe,2.5
PW5O17,0.0
Pb17(Cl9O4)2,3.44
Pb1Se0.01S0.99,0.37
Pb1Se0.5S0.5,0.33
Pb1Se0.95S0.05,0.26
Pb1Se0.99S0.01,0.26
Pb1Se0.9S0.1,0.27
Pb2O3,1.67
Pb2SeN2O9,3.76
Pb3O4,2.12
Pb3Se2(BrO3)2,3.73
PbN6,2.98
PbSeO4,4.3
Pd(IO3)2,1.31
Pd16S7,0.0
Pd2N,0.0
Pd3(PbS)2,0.0
PdO,0.8
PdPb2,0.0
PdS,0.5
PdS2,0.75
PdSe,0.2
PdSe2,0.4
Pm2CuGe,0.0
Pm2IrRh,0.0
Pm2NiRh,0.0
Pm2PtAu,0.0
Pm3I,0.0
PmCd3,0.0
PmCdPd2,0.0
PmDy3,0.0
PmGaAu2,0.0
PmHgAu2,0.0
PmMgAu2,0.0
PmMgCd2,0.0
PmMgRh2,0.0
PmSbRh2,0.0
PmSnRh2,0.0
Pr(BRu)2,0.0
Pr(BiO3)2,0.0
Pr(CoAs)2,0.0
Pr(CoGe)2,0.0
Pr(FeSi)2,0.0
Pr(InS2)3,1.14
Pr(MnSi)2,0.0
Pr1.29Lu0.71S3,1.38
Pr10Se14O,1.89
Pr1Te1.9,1.0
Pr27Se40,0.0
Pr2Au,0.0
Pr2CdSn,0.0
Pr2Co12P7,0.0
Pr2Ge2Se7,1.32
Pr2GeSe5,1.8
Pr2HgPb,0.0
Pr2InGe2,0.0
Pr2InPd2,0.0
Pr2Ir2O7,0.0
Pr2S3,2.6
Pr2Se3,1.8
Pr2Te4O11,3.65
Pr3(Al2Si3)2,0.0
Pr3Cd,0.0
Pr3I,0.0
Pr4InSbSe9,1.89
Pr4MgRu,0.0
Pr4Sb3,0.0
Pr4Te7,0.46
Pr5In11Ni6,0.0
Pr5Si4,0.0
Pr6Fe13Si,0.0
Pr7Mn8O24,0.0
Pr9(SbO)5,0.0
PrAgAs2,0.0
PrAl3Ni2,0.0
PrAs,1.0
PrAu,0.0
PrB4,0.0
PrB6,4.9
PrBN2,4.0
PrBPt4,0.0
PrCd,0.0
PrCo4B,0.0
PrCuSO,3.03
PrErIn2,0.0
PrErMg2,0.0
PrFeGe2,0.0
PrGaAu2,0.0
PrGe3,0.0
PrGe5,0.0
PrGeAu,0.0
PrIn,0.0
PrInAu2,0.0
PrIr2,0.0
PrLuIn2,0.0
PrLuSe3,1.56
PrMgAg2,0.0
PrMgGa,0.0
PrMo3,0.0
PrMoO4F,3.64
PrNiGe2,0.0
PrO,0.55
PrP,0.0
PrSb,0.66
PrSbPt,0.0
PrSm3,0.0
PrSmO2,0.0
PrTaN2O,2.0
PrTl2InSe4,0.93
PrTlSe2,1.18
PrTmTl2,0.0
PrZn,0.0
Pt0.97S2,0.95
Pt3Pb,0.0
Pt3PbC,0.0
PtN,0.0
PtS2,0.75
PtSe2,0.1
Rb1.45Sb7.45Pb3.1Se15,0.45
Rb1.54Cd1.54Bi2.46S6,1.33
Rb15Hg16,0.0
Rb28(Mg3In17)3,0.0
Rb2AgPS4,2.6
Rb2BaNb2Se11,1.53
Rb2Cd(IBr)2,3.35
Rb2Cd(PSe3)2,2.58
Rb2Cd3(B4O7)4,4.76
Rb2Cd3S4,2.92
Rb2Cd3Se4,2.37
Rb2Cd3Te4,2.3
Rb2CrF6,0.0
Rb2Cu2Sb2S5,1.6
Rb2Cu2SnS4,2.08
Rb2FeI4,0.0
Rb2GeB4O9,5.54
Rb2Hg(PSe3)2,2.32
Rb2Hg3(GeS4)2,2.8
Rb2Mo3Se3O16,3.1
Rb2Mo9Se10,0.0
Rb2Na2IrO4,0.0
Rb2NaNiF6,0.0
Rb2NaVF6,0.0
Rb2NbCuS4,2.64
Rb2NbCuSe4,2.19
Rb2PS5,2.3
Rb2Pt(IO3)6,2.4
Rb2SCl6F,0.0
Rb2Sn2Hg3S8,2.48
Rb2Sn3(SbS5)2,2.33
Rb2Tb3AlF16,0.0
Rb2Te,4.5
Rb2TeBr6,2.14
Rb2TeI6,1.4
Rb2Ti(AgS2)2,2.33
Rb2Ti(CuS2)2,2.19
Rb2VAgS4,1.83
Rb2VCuS4,1.85
Rb2Zn3(SeO3)4,4.9
Rb3(Cu4S3)2,0.0
Rb3Ag9(PS4)4,2.6
Rb3Al3Ge7S20,3.1
Rb3Al3Ge7Se20,2.4
Rb3Bi2Br9,2.62
Rb3Cd(BO2)5,2.34
Rb3Ga,0.0
Rb3Li4(BO2)7,6.53
Rb3Mn,0.0
Rb3Na(MoO4)2,4.84
Rb3Nb2AsSe11,1.5
Rb3Sb,1.0
Rb3Sb2Br9,2.48
Rb3Sb2I9,1.94
Rb3Sm,0.0
Rb3Ta2AsS11,2.21
Rb3Tm,0.0
Rb3Zn(BO2)5,2.66
Rb4Ag9(SbS3)4,2.0
Rb4CuSi2O7,0.0
Rb4Ga4Si19,1.18
Rb4Ge(PSe3)4,2.0
Rb4Ge3B6O17,5.42
Rb4Mo5(PO11)2,3.51
Rb4Ti3S14,1.59
Rb5(W4O15)2,0.0
Rb5(WO3)18,0.0
Rb5B(SO4)4,3.99
Rb5Li6(BO2)11,6.53
Rb5Tl3O,0.0
Rb6O,0.0
Rb7Th2(P2Se7)3,2.07
Rb9Bi13S24,1.3
RbAg2SbS4,2.3
RbAg2TeS6,2.04
RbAg5(PS4)2,2.4
RbAgF3,0.0
RbB5(H2O3)4,0.0
RbBa2(PO3)5,7.6
RbBi2,0.0
RbBi3TeSe4,0.8
RbBr3,0.0
RbC8,0.0
RbCaBO3,3.67
RbCd(BO2)3,4.2
RbCd13,0.0
RbCd4Ga5S12,3.02
RbCd4Ga5Se12,2.19
RbCd4Ga5Te12,1.64
RbCd4In5Se12,1.57
RbCu(SbS2)2,1.6
RbCu2AsS3,1.96
RbCu2SbS3,1.67
RbCu4AsS4,2.15
RbCuPdF5,0.0
RbCuSnS3,1.44
RbCuSnSe3,1.04
RbEuO2,0.0
RbF,10.4
RbF3,0.0
RbGaSnSe4,1.88
RbGe3,0.0
RbGeB3O7,5.58
RbH2(IO3)3,4.07
RbH3(SeO3)2,4.84
RbHg3,0.0
RbHgSbTe3,0.2
RbIn4,0.0
RbIn5S6,2.5
RbInGeS4,3.1
RbInS2,3.3
RbInSnS4,2.7
RbInTe3O8,3.9
RbLiCO3,6.28
RbMn4Ga5Te12,1.53
RbMn4In5Se12,1.76
RbMnTe2,0.0
RbMoPO6,2.96
RbNa2NiO2,0.0
RbNa2Sb,1.0
RbNb3(TeO6)2,3.49
RbNb4Br11,0.46
RbNbSe2O7,4.1
RbPPbO4,4.35
RbPSe6,2.18
RbPdF3,0.0
RbSbO3,0.0
RbSbSe2,1.62
RbSbTe2,0.38
RbSc(SeO3)2,4.9
RbTa3(TeO6)2,3.88
RbTbSe2,2.5
RbTiBr3,0.0
RbTmO3,0.0
RbU2SbS8,0.0
RbUAgS3,0.0
RbV(CuS2)2,1.45
RbVP2S7,0.0
RbWO3,0.0
RbY(TeO3)2,3.6
RbYbZnSe3,2.07
RbZn4In5Se12,1.76
RbZrPSe6,2.0
Re(TeCl6)2,0.0
Re2PbO6,0.0
Re2RuBr,0.0
Re2W3C,0.0
Re3As7,0.0
Re3F,0.0
Re3P4,0.0
Re5(NiAs6)2,0.0
ReBiO3,0.0
ReCl4,0.0
ReF6,0.0
ReIr3,0.0
ReO3,2.3
ReOsRu,0.0
RePO5,0.0
ReSi2,0.12
ReSn3,0.0
Rh0.67S2,1.5
Rh0.67Se2,0.7
Rh2S3,0.8
Rh3Pb,0.0
Rh7(PbO5)3,0.0
RhS3,1.5
RhSe2,0.6
RhSe3,0.7
RhSeS,0.7
Ru3Cl,0.0
RuCl3,0.0
RuS2,1.8
RuSe2,1.0
Sb2I2F11,0.0
Sb2Os,0.2
Sb2PbSe4,1.8
Sb2Ru,0.3
Sb2Te,0.0
Sb2XeF14,0.0
Sb3IO4,2.61
Sb4Pb4S11,0.0
Sb5IO7,1.95
Sb6Pb4Se13,0.65
Sb6Pb6Se17,0.8
Sb8I2O11,2.72
SbAs,1.6
SbOsS,1.2
SbOsSe,0.4
SbPb2S2I3,2.0
SbPbBrO2,2.67
SbPbIO2,2.48
SbPd3,0.0
SbPt3,0.0
SbRh3,0.0
SbRuSe,0.9
SbSBr,2.17
SbSeBr,1.84
SbTeI,1.25
SbTeOs,0.05
SbTeRh,0.5
SbTeRu,0.5
Sc(CuSe)3,0.3
Sc(GaFe)6,0.0
Sc(TiN)9,0.0
Sc(VGa2)2,0.0
Sc11(AlGe4)2,0.0
Sc14Cu14O37,0.0
Sc2(PO4)3,0.0
Sc2Al3Ru,0.0
Sc2CuRu,0.0
Sc2Fe,0.77
Sc2FeB2Ir5,0.0
Sc2GaAg,0.0
Sc2GaIr,0.0
Sc2MnC,0.0
Sc2S3,2.0
Sc2TlTc,0.0
Sc3(MnGa3)2,0.0
Sc3(ReSi2)2,0.0
Sc3BPb,0.0
Sc3C4,0.0
Sc3Fe2Si3,0.0
Sc3GaC,0.0
Sc3PbC,0.0
Sc4Ge6Rh7,0.0
Sc5Bi3,0.0
Sc5NCl8,0.0
Sc5Pb3,0.0
Sc6FeSb2,0.0
Sc6NiTe2,0.0
Sc6Te2Os,0.0
Sc7CI12,0.0
Sc8Te3,0.0
ScAg,0.0
ScAg(PSe3)2,1.55
ScAgO2,3.8
ScAlNi2,0.0
ScBIr3,0.0
ScBPd3,0.0
ScBe5,0.0
ScCd,1.71
ScCdAg2,0.0
ScCdHg2,0.0
ScCoGe2,0.0
ScCoO3,0.0
ScCrO4,0.0
ScCu2,0.0
ScCuO2,3.3
ScGa2,0.0
ScGe2,0.0
ScHg,0.24
ScIr,0.0
ScN,2.6
ScNiSb,0.11
ScPPt,0.0
ScRh,0.0
ScRh3C,0.0
ScSbPd,0.23
ScSbRh2,0.0
ScSbRu2,0.0
ScSi3Ni,0.0
ScSnPd,0.0
ScTa2NO5,2.67
ScTiNbO6,3.58
ScTiO3,0.0
ScTlS2,1.51
ScTlSe2,0.79
ScTlTe2,0.85
ScZn2,0.0
ScZn3,0.0
ScZnNi2,0.0
ScZnPt2,0.0
SeS,1.9
Si(Bi3O5)4,3.2
Si0.001Ge0.999,0.65
Si0.03Ge0.97,0.67
Si0.0645Ge0.9355,1.04
Si0.07Ge0.93,1.04
Si0.08Ge0.92,0.72
Si0.109Ge0.891,1.13
Si0.12Ge0.88,0.84
Si0.162Ge0.838,1.32
Si0.1Ge0.9,0.8
Si0.226Ge0.774,1.5
Si0.2Ge0.8,0.86
Si0.347Ge0.653,1.91
Si0.3Ge0.7,0.88
Si0.458Ge0.542,2.24
Si0.4Ge0.6,0.9
Si0.6Ge0.4,0.94
Si0.7Ge0.3,1.0
Si0.8Ge0.2,1.1
Si0.94Ge0.06,1.06
Si0.98Ge0.02,1.08
Si0.999Ge0.001,1.09
Si0.9Ge0.1,1.04
Si15(TeP2)4,1.24
Si2Ni6B,0.0
Si2NiP3,0.0
Si2Pd9,0.0
Si2Ru,0.0
Si2SbO6,0.0
Si3N4,5.1
SiAs2,0.88
SiAu3,0.0
SiB3,2.0
SiBi3O7,0.0
SiGe,0.88
SiHg3,0.0
SiP,2.0
SiP2,1.89
SiSb,1.9
SiSb3,0.0
SiSe2,1.72
SiSn,0.59
SiTe2Os,0.0
SiW3,0.0
Sm(BOs)2,0.0
Sm(CoSi)2,0.0
Sm(CuO2)2,0.0
Sm(CuS)3,1.82
Sm(CuTe)3,0.23
Sm(ErSe2)3,2.0
Sm(InS2)3,1.18
Sm(MnGe)2,0.0
Sm(NiSn)2,0.0
Sm(SiAg)2,0.0
Sm(SiNi)2,0.0
Sm1.82Lu2.18Se6,1.51
Sm2(PPt2)3,0.0
Sm2(SnSe3)3,0.7
Sm2AgRu,0.0
Sm2AlCd,0.0
Sm2Cu4Sn5,0.0
Sm2CuAs3O,0.0
Sm2Fe17,0.0
Sm2IO2,0.0
Sm2In,0.0
Sm2IrPd,0.0
Sm2Mn3(SbS3)4,1.5
Sm2Mo2O7,0.0
Sm2O3,5.0
Sm2Pd2Pb,0.0
Sm2RuAu,0.0
Sm2S3,2.96
Sm2Sc3,2.3
Sm2Se3,2.3
Sm2Te3,0.7
Sm2Tl,0.0
Sm2TlHg,0.0
Sm2TlZn,0.0
Sm2ZrSe5,1.41
Sm3(Sb7Te12)2,0.0
Sm3Al,0.0
Sm3Al0.33Si1S7,2.26
Sm3AlN,0.0
Sm3B(SO)3,2.5
Sm3OsO7,0.0
Sm3Sc,0.0
Sm3Te4,0.51
Sm3Zr,0.0
Sm4Al23Ni6,0.0
Sm4GaSbS9,2.23
Sm4In21Pd10,0.0
Sm4InSbS9,2.13
Sm4MgRh,0.0
Sm4U4O17,0.0
Sm5Br11,0.0
Sm6Br13,0.0
SmAg,0.0
SmAlCu,0.0
SmAs,1.03
SmAs2Au,0.0
SmAu3,0.0
SmB(SbO4)2,3.54
SmB6,3.5
SmB66,0.8
SmBPd3,0.0
SmBiW2O9,3.39
SmC10,0.0
SmCdHg2,0.0
SmCo2,0.0
SmCo3B2,0.0
SmCoC2,0.0
SmCrGe3,0.0
SmCuO3,0.0
SmCuSO,2.9
SmCuSe2,2.1
SmCuSeO,2.6
SmCuSi,0.0
SmErMg2,0.0
SmHg3,0.0
SmHgPd,0.0
SmHoHg2,0.0
SmHoZn2,0.0
SmIn2Rh,0.0
SmInAu,0.0
SmLuTl2,0.0
SmMg3,0.0
SmMgHg2,0.0
SmNi2B2C,0.0
SmNiAs,0.0
SmNiC2,0.0
SmP,1.09
SmPbAu,0.0
SmS,2.3
SmSb,0.59
SmSb2,0.0
SmSe,0.46
SmSi3Pt5,0.0
SmSnPd,0.0
SmSnRh2,0.0
SmSnTe2,0.52
SmTh3,0.0
SmTmZn2,0.0
Sn(PO3)3,0.0
Sn0.001Pb0.999Se1,0.24
Sn0.01Te1Pb0.99,0.23
Sn0.03Pb0.97Se1,0.21
Sn0.03Te1Pb0.97,0.21
Sn0.05Pb0.95Se1,0.12
Sn0.06Pb0.94Se1,0.14
Sn0.06Te1Pb0.94,0.28
Sn0.07Pb0.93Se1,0.08
Sn0.08Pb0.92Se1,0.06
Sn0.08Te0.08Pb0.92Se0.92,0.22
Sn0.08Te1Pb0.92,0.13
Sn0.13Pb0.87Se1,0.02
Sn0.15Pb0.85Se1,0.13
Sn0.15Te0.15Pb0.85Se0.85,0.18
Sn0.17Pb0.83Se1,0.04
Sn0.17Te1Pb0.83,0.15
Sn0.1Te1Pb0.9,0.16
Sn0.23Te1Pb0.77,0.04
Sn0.25Pb0.75Se1,0.04
Sn0.25Te1Pb0.75,0.04
Sn0.28Te0.28Pb0.72Se0.72,0.12
Sn0.2Pb0.8Se1,0.06
Sn0.2Te0.2Pb0.8Se0.8,0.14
Sn0.2Te1Pb0.8,0.08
Sn0.35Te0.35Pb0.65Se0.65,0.09
Sn0.99Te1Pb0.01,0.26
Sn1Se0.01S0.99,1.08
Sn1Se0.2S0.8,1.03
Sn1Se0.6S0.4,0.98
Sn1Se0.75S0.25,0.94
Sn1Se0.99S0.01,0.89
Sn2BiSI5,1.32
Sn2S,0.85
Sn2SbS2I3,1.5
Sn2WO5,2.6
Sn3As2,0.47
Sn3Ir2Se3,0.43
Sn3P3O13,0.0
Sn3Pd,0.0
Sn3WO6,2.49
Sn5(BIr3)2,0.0
Sn5(BRh3)2,0.0
SnAs3,0.0
SnB,0.0
SnCl2,3.9
SnGeS3,2.23
SnHgO3,1.6
SnI2,2.4
SnI4,2.38
SnO,3.0
SnO2,3.6
SnPt3C,0.0
SnRh,0.0
SnS2,2.43
SnSb3(PO4)4,0.0
SnSe2,1.62
SnTe,0.3
Sr(CeS2)2,0.0
Sr(CeSe2)2,0.0
Sr(CoP)2,0.0
Sr(GaAu)2,0.0
Sr(In4Rh)2,0.0
Sr(LaS2)2,2.85
Sr(NdS2)2,2.45
Sr(PrS2)2,2.7
Sr(RuO3)2,0.0
Sr(Sb3Ru)4,0.0
Sr(YbS2)2,0.0
Sr0.5Ta1O3,3.7
Sr10Al4Si6O,0.0
Sr2Be2B2O7,8.0
Sr2Co2O5,0.0
Sr2CoReO6,0.0
Sr2Cu(ClO)2,0.0
Sr2GaCo2O7,0.0
Sr2GeN2,0.0
Sr2HoRuO6,0.0
Sr2La2.58Bi5.42S14,1.0
Sr2La2Pt1O7.13,2.52
Sr2Li2Nb3O10,0.0
Sr2MgIrO6,0.0
Sr2MgReO6,0.0
Sr2Pr2Pt1O7.07,3.05
Sr2ScSbO6,3.57
Sr2SmTaO6,3.38
Sr2TiO4,3.41
Sr2V2(SeO5)3,2.96
Sr2V3Se5O18,2.47
Sr2YBi2O7,0.0
Sr2YReO6,0.0
Sr2ZnReO6,0.0
Sr3(AlSn)2,0.0
Sr3(SnIr)4,0.0
Sr3Bi(PO4)3,4.0
Sr3Co2S2O5,0.0
Sr3Eu(PO4)3,3.99
Sr3Ge(SbSe4)2,0.75
Sr3Li4La5O12,0.0
Sr3Sb2,0.0
Sr3ScNiO6,0.0
Sr3Se3ClO8,4.4
Sr3Ti2O7,3.26
Sr4Ga8Ge15,0.05
Sr4Te3(ClO2)4,4.0
Sr4V2(Se2O7)3,2.66
Sr5Bi3,0.0
Sr5Cd2Sb5F,0.0
Sr5Sn3,0.0
Sr5V3O12F,4.5
Sr6Nb7O21,0.0
Sr7Bi23O40,0.0
Sr8(MnN3)3,0.0
Sr8.007Ge2.043Bi7.949Se24,0.74
Sr8Al7,0.0
Sr8Co8O23,0.0
Sr8Fe3N8,0.0
SrAg,0.0
SrAl,0.0
SrB2,0.0
SrB6,3.68
SrBiClO2,3.52
SrCd,0.0
SrCdSi,0.0
SrCrO4,2.45
SrCuBi,0.0
SrGe2,0.9
SrIn2,0.0
SrIn2(GeIr)4,0.25
SrIn2Ir,0.0
SrIn2Rh,0.0
SrIn4Ir,0.0
SrIn4Pt,0.0
SrLa3MnO8,0.0
SrLaMn2O6,0.0
SrLi2Sn,0.0
SrLi4(BO3)2,6.67
SrMgIn3,0.0
SrMgSnSe4,2.0
SrMnGe,0.0
SrN2,0.0
SrNi2(PO4)2,0.0
SrNi5As3,0.0
SrO,5.7
SrPb3,0.0
SrPb3Br8,3.2
SrPbO3,1.78
SrRhF6,0.0
SrS,4.76
SrSbAu,0.0
SrSe,4.42
SrSeO4,4.75
SrSiPd,0.0
SrSnO3,4.1
SrSnP,0.0
SrTaNO2,1.99
SrTe,3.73
SrTh(PS4)2,3.02
SrTl2,0.0
SrTlHg2,0.0
SrUS2,0.0
SrV13O18,0.0
SrZnSO,3.1
SrZnSb2,0.0
SrZr2Nb,0.0
Ta11(CuO15)2,2.59
Ta11(CuO6)5,2.58
Ta22(CuS12)3,0.0
Ta2Mn3O8,1.89
Ta2MoOs,0.0
Ta2N,0.0
Ta2Nb3O12,0.0
Ta2O5,4.2
Ta2OsW,0.0
Ta2PtSe7,0.0
Ta2TiN3,0.0
Ta2Tl4S11,1.26
Ta2TlO6,0.0
Ta3B4,0.0
Ta3P,0.0
Ta4AlC3,0.0
Ta4FeTe4,0.0
Ta4N5,0.0
Ta5N6,0.0
Ta6Be15Cu8,0.0
Ta6Ni16Ge7,0.0
Ta7Cu3O19,2.47
TaAl3,0.0
TaAlPt,0.0
TaAs,0.0
TaBe2,0.0
TaCoSn2,0.0
TaCu3S4,3.0
TaF3,0.0
TaGaPt,0.0
TaInNi,0.0
TaN,2.3
TaNiB2,0.0
TaPd3,0.0
TaPt3,0.0
TaRh3,0.0
TaTiFe2,0.0
TaTlS3,0.78
TaW3,0.0
Tb(Al2Fe)4,0.0
Tb(AlC)3,0.0
Tb(CoB)2,0.0
Tb(CoGe)2,0.0
Tb(CuSe)3,0.16
Tb(CuTe)3,0.46
Tb(FeP3)4,0.0
Tb(GePd)2,0.0
Tb(GeRh)2,0.0
Tb(InS2)3,1.2
Tb(MnGe)6,0.0
Tb(Ni2P)2,0.0
Tb0.52Pr2.48Ga1.67S7,2.61
Tb10B7C10,0.0
Tb11S16,0.0
Tb2AlCo2,0.0
Tb2C3,0.0
Tb2EuSe4,2.0
Tb2GeS5,2.1
Tb2In16Pt7,0.0
Tb2O3,3.0
Tb2Sb5,0.0
Tb2SbO2,0.0
Tb2Ti3Ge4,0.0
Tb3(MnC3)2,0.0
Tb3FeB7,0.0
Tb3Ge5,0.0
Tb3Ni13B2,0.0
Tb3ReO7,0.0
Tb3Si,0.0
Tb4Al2O9,4.59
Tb4GaSbS9,2.44
Tb5Ti5O17,0.0
Tb5Tl3,0.0
Tb6PbSe10,0.0
TbB(SbO4)2,3.53
TbBRh3,0.0
TbBe13,0.0
TbCl,0.0
TbCo2,0.0
TbCu5,0.0
TbGa,0.0
TbGa2Co3,0.0
TbGa3,0.0
TbH2,0.0
TbHg2,0.0
TbIn2Ni,0.0
TbInAg2,0.0
TbInIr,0.0
TbMn5Ge3,0.0
TbNi5,0.0
TbNiGe2,0.0
TbNiO3,0.0
TbP,0.0
TbPt,0.0
TbRh2,0.0
TbSb2,0.0
TbSe2,0.0
TbSnAu,0.0
TbTe,0.0
TbTl,0.0
TbWClO4,4.24
TbYHg2,0.0
TbYbHg2,0.0
TbYbRh2,0.0
TbZn2,0.0
TbZrSb,0.0
Tc3Pd,0.0
TcB,0.0
TcS2,1.0
TcSe2,0.88
Te0.01Pb1Se0.99,0.26
Te0.05Pb1Se0.95,0.26
Te0.4Se0.6,1.2
Te0.5Pb1Se0.5,0.29
Te0.5Se0.5,1.0
Te0.6Se0.4,0.7
Te0.8Se0.2,0.4
Te0.99Pb1Se0.01,0.3
Te2Au,0.0
Te2Mo(WS2)3,0.0
Te2Mo2WSe4,0.0
Te2Mo3Se4,0.0
Te2MoWS2,0.0
Te2Os,0.3
Te2Pd,1.8
Te2Pd3,0.0
Te2Pd3Pb2,0.0
Te2Ru,0.25
Te2W2SeS,0.0
Te3MoWS,0.0
Te4Mo(WS)2,0.0
Te4MoW3S4,0.0
TeAs,0.74
TeI,1.1
TeI4,1.1
TeMoSe,0.0
TeO2,3.0
TePb3Cl4O3,3.79
TePd,0.0
TeSe,1.58
TeWCl9,0.0
Th(Al2Fe)4,0.0
Th(Al5Fe)2,0.0
Th(FeGe)2,0.0
Th(FeSi)2,0.0
Th(GePd)2,0.0
Th(MnGe)2,0.0
Th(SiRu)2,0.0
Th2CrN3,0.0
Th2Fe7,0.0
Th2GeSe2,1.98
Th2In,0.0
Th2Se5,0.37
Th3B2C3,0.0
Th6Mg23,0.0
ThAl,0.0
ThAl3,0.0
ThAsSe,0.0
ThBi2,0.0
ThCrB4,0.0
ThFe2SiC,0.0
ThHg2,0.0
ThIr5,0.0
ThMn4(CuO4)3,0.0
ThPSe,0.0
ThPd3,0.0
ThRh2,0.0
ThRu3C,0.0
ThS,0.0
ThSO,2.22
ThSeO,1.65
ThSi,0.0
ThSi2Ru3,0.0
ThTeO,1.45
ThU8O18,0.0
Ti(Bi3O5)4,3.09
Ti10O11,0.0
Ti11O18,0.0
Ti13S24,0.0
Ti1C0.9,0.3
Ti20(Sb3Se)3,0.0
Ti2AlV,0.0
Ti2B,0.0
Ti2BRh6,0.0
Ti2Be17,0.0
Ti2C,0.0
Ti2Cd,0.0
Ti2CoGe,0.0
Ti2CoS4,0.0
Ti2CuS4,0.0
Ti2MnFe,0.0
Ti2NiH,0.0
Ti2NiSe4,0.0
Ti2OsRu,0.0
Ti2RePd,0.0
Ti2ReRh,0.0
Ti2ReRu,0.0
Ti2Sb(PO4)3,0.0
Ti2TcNi,0.0
Ti2TcPd,0.0
Ti2ZnS4,0.0
Ti3Be,0.0
Ti3Cu3O,0.0
Ti3Fe3O,0.0
Ti3PO7,0.0
Ti3Pt5,0.0
Ti3SnC2,0.0
Ti4NiBi2,0.0
Ti4O5,0.0
Ti4ZnO8,0.0
Ti5(B6O13)2,0.0
Ti5Zn4(TeO6)3,0.0
Ti5ZnO7,0.0
Ti6H2O13,3.4
Ti9O10,0.0
Ti9O8,0.0
TiAl,0.0
TiAlAu2,0.0
TiAsRh,0.0
TiAuCl,0.0
TiBi25O39,3.1
TiBr2,0.0
TiC,0.0
TiCoGe,0.0
TiCoSb,0.95
TiCoSn,0.0
TiCr3(PO4)6,0.0
TiFe2,0.0
TiFe2As,0.0
TiFe2Sb,0.0
TiFe2Si,0.4
TiFeH2,0.0
TiGaIr2,0.0
TiHgO3,0.0
TiI,0.0
TiMn2Al,0.0
TiMn2Ge,0.0
TiNiSb,0.42
TiO2,3.3
TiOs3,0.0
TiPO4,0.0
TiPd,0.0
TiReN3,0.0
TiS2,1.95
TiS3,0.9
TiSe,0.0
TiSe2,1.55
TiTc2Sb,0.0
TiTe2,1.0
TiTlPS5,1.3
TiTlS2,1.0
TiTlSe2,0.56
TiV4CuO12,0.0
TiZn3,0.0
Tl(Cu3S2)2,0.0
Tl(MoSe)3,0.0
Tl(WO3)3,0.0
Tl0.001Te1Pb0.999,0.3
Tl0.005Te1Pb0.995,0.48
Tl0.01Te1Pb0.99,0.59
Tl0.04Te1Pb0.96,0.57
Tl0.07Te1Pb0.93,0.54
Tl16O15F17,0.0
Tl2.35Sb8.65Se14,0.6
Tl2BiP2S7,1.8
Tl2CdTe4,0.0
Tl2Cu2SnS4,1.4
Tl2GeTe3,0.36
Tl2Hg3S4,2.05
Tl2Hg3Se4,1.57
Tl2Hg3Te4,0.9
Tl2InGaSe4,2.05
Tl2InGaTe4,0.88
Tl2Mo7O22,0.0
Tl2O3,2.25
Tl2PAuS4,2.2
Tl2S,1.0
Tl2Se,0.37
Tl2Te3As2Se,0.67
Tl2TeBr6,2.06
Tl2TeI6,1.47
Tl2TeS3,1.6
Tl3AsSe3,1.3
Tl3Cr,0.0
Tl3Ir,0.0
Tl3Pb,0.0
Tl3Si,0.0
Tl4CdI6,2.8
Tl4CuTeO6,2.2
Tl4In3GaS8,2.63
Tl5Te3,0.0
Tl6Cu(TeO5)2,2.3
Tl8Os8O27,0.0
Tl9SbSe6,0.0
TlAgSe2,0.72
TlAgTe2,0.1
TlAsS2,2.15
TlAsSe2,1.35
TlBiTe2,0.12
TlBiTe3,0.5
TlCdS2,1.5
TlCoBi,0.0
TlCoMo2,0.0
TlCr5(Se3S)2,0.75
TlCr5(SeS)4,0.85
TlCr5(SeS3)2,0.94
TlCr5S8,1.01
TlCr5Se3S5,0.89
TlCr5Se5S3,0.8
TlCr5Se7S,0.71
TlCr5Se8,0.67
TlCr5SeS7,0.97
TlCuCl3,2.98
TlCuSe2,1.07
TlFeI3,0.0
TlGaS2,3.4
TlGaSe2,1.65
TlGaTe2,1.8
TlHg6S4Br5,3.03
TlHg6Se4Br5,2.8
TlInGeS4,2.3
TlInHgS3,1.74
TlInTe2,0.62
TlN,1.4
TlN3,3.58
TlNi,0.0
TlPS2,1.6
TlPSe2,0.5
TlS,1.36
TlS2,1.8
TlSbSe2,0.82
TlSbTe3,0.38
TlSn,0.0
TlSnAuSe3,1.2
TlTe,0.0
TlTeP,0.3
TlZn2Tc,0.0
Tm(CoSi)2,0.0
Tm(CuGe)2,0.0
Tm(CuS)2,0.0
Tm(CuTe)3,0.14
Tm(FeSi)2,0.0
Tm(GeRu)2,0.0
Tm(MnGe)6,0.0
Tm(NiGe)2,0.0
Tm(SiOs)2,0.0
Tm2AlOs,0.0
Tm2CdHg,0.0
Tm2CuTc,0.0
Tm2Ga10Os3,0.0
Tm2In,0.0
Tm2IrPd,0.0
